YEAR,MO,DY,HR,T2M,RH2M,PRECTOTCORR,WD50M,WS50M
2013,3,4,8,28.39,9.75,0,105.04,4.64
2013,3,4,9,35.22,6.31,0,109.27,5.4
2013,3,4,10,38.23,5.12,0,109.21,3.49
2013,3,4,11,39.5,4.75,0,97.73,1.92
2013,3,4,12,40.23,4.69,0,50.13,0.93
2013,3,4,13,40.44,4.75,0,347.37,1.39
2013,3,4,14,40.15,4.94,0,331.73,2.34
2013,3,4,15,39.35,5.25,0,329.44,3.21
2013,3,4,16,37.94,5.81,0,328.74,4.19
2013,3,4,17,33.7,8.19,0,324.44,6.1
2013,3,4,18,29.24,11,0,326.45,7.87
2013,3,4,19,27.92,12.06,0,335.21,8.22
2013,3,4,20,26.55,13.25,0,347.67,7.65
2013,3,4,21,25.26,14.19,0,3.8,6.72
2013,3,4,22,24.19,14.69,0,24.72,6.09
2013,3,4,23,23.26,14.75,0,47.16,6.01
2013,3,5,0,22.44,14.56,0,66.2,6.16
2013,3,5,1,21.7,14.56,0,82.88,6.43
2013,3,5,2,21.05,14.94,0,95.63,6.92
2013,3,5,3,20.44,15.44,0,103.46,7.52
2013,3,5,4,19.95,15.88,0,107.59,8.17
2013,3,5,5,19.55,16.38,0,109.68,8.72
2013,3,5,6,19.99,16.19,0,110.7,8.93
2013,3,5,7,23.94,12.69,0,109.87,6.89
2013,3,5,8,28.61,10,0,100.04,4.93
2013,3,5,9,35.32,6.62,0,96.49,6.64
2013,3,5,10,38.23,5.56,0,87.74,5.35
2013,3,5,11,39.64,5.12,0,75.38,4.27
2013,3,5,12,40.46,4.88,0,60.5,3.62
2013,3,5,13,40.76,4.88,0,44.35,3.43
2013,3,5,14,40.55,4.94,0,35.21,3.6
2013,3,5,15,39.85,5.12,0,31.14,3.99
2013,3,5,16,38.53,5.5,0,28.59,4.54
2013,3,5,17,34.01,8,0,20.22,5.63
2013,3,5,18,29.68,10.31,0,20.25,7.18
2013,3,5,19,28.62,10.75,0,29.8,8.3
2013,3,5,20,27.8,11.19,0,40.99,9.17
2013,3,5,21,27.01,11.5,0,50.56,9.64
2013,3,5,22,26.15,11.88,0,58.79,9.76
2013,3,5,23,25.26,12.38,0,66.59,9.71
2013,3,6,0,24.49,12.94,0,73.73,9.7
2013,3,6,1,23.8,13.62,0,79.56,9.75
2013,3,6,2,23.15,14.62,0,85.63,9.74
2013,3,6,3,22.41,15.94,0,92.05,9.63
2013,3,6,4,21.76,17.25,0,97.15,9.54
2013,3,6,5,21.15,18.31,0,100.76,9.34
2013,3,6,6,21.12,18.5,0,102.76,9.05
2013,3,6,7,23.81,15.69,0,102.99,7.34
2013,3,6,8,29.05,11.69,0,99.72,6.52
2013,3,6,9,35.46,7.88,0,104.44,8.08
2013,3,6,10,38.24,6.69,0,104.34,6.47
2013,3,6,11,39.67,6.25,0,98.21,4.76
2013,3,6,12,40.52,6,0,84.9,3.51
2013,3,6,13,40.81,6,0,65,2.94
2013,3,6,14,40.61,6.12,0,49.64,2.87
2013,3,6,15,39.84,6.56,0,40.97,2.99
2013,3,6,16,38.5,7.19,0,34.22,3.25
2013,3,6,17,34.31,10.31,0,18.25,3.84
2013,3,6,18,29.98,13.62,0,16.49,4.95
2013,3,6,19,28.8,14.31,0,29.21,5.91
2013,3,6,20,27.83,14.75,0,45.46,6.89
2013,3,6,21,26.9,15.19,0,59.8,8
2013,3,6,22,26.14,15.5,0,70.06,8.78
2013,3,6,23,25.44,15.81,0,78.42,9.15
2013,3,7,0,24.83,16.25,0,83.2,9.36
2013,3,7,1,24.2,16.88,0,85.46,9.38
2013,3,7,2,23.58,17.5,0,88.66,9.37
2013,3,7,3,23.06,18,0,92.34,9.39
2013,3,7,4,22.55,18.44,0,95.94,9.29
2013,3,7,5,21.9,19.06,0,99.09,9.15
2013,3,7,6,21.85,19,0,102.01,8.86
2013,3,7,7,24.53,16,0,103.03,7.35
2013,3,7,8,29.85,11.88,0,100.23,6.56
2013,3,7,9,35.76,8.75,0,99.17,6.32
2013,3,7,10,38.55,7.81,0,95.75,5.14
2013,3,7,11,40.15,7.31,0,87.82,3.9
2013,3,7,12,41.08,7.06,0,71.81,2.9
2013,3,7,13,41.44,6.94,0,47.52,2.51
2013,3,7,14,41.23,7.06,0,26.13,2.77
2013,3,7,15,40.48,7.44,0,15.3,3.35
2013,3,7,16,39.17,8.06,0,11.14,4.08
2013,3,7,17,35.3,10.69,0,4.69,5.35
2013,3,7,18,31.14,13.62,0,6.02,6.86
2013,3,7,19,30.08,14.06,0,16.15,7.75
2013,3,7,20,29.12,14.5,0,29.55,8.38
2013,3,7,21,28.16,14.81,0,43.17,8.8
2013,3,7,22,27.23,15,0,53.25,8.97
2013,3,7,23,26.28,15.12,0,59.79,8.8
2013,3,8,0,25.41,15.25,0,64.32,8.62
2013,3,8,1,24.65,15.38,0,67.27,8.51
2013,3,8,2,23.9,15.75,0,71.45,8.37
2013,3,8,3,23.15,16.31,0,77.28,8.27
2013,3,8,4,22.52,16.94,0,83.62,8.3
2013,3,8,5,22,17.44,0,90.64,8.39
2013,3,8,6,22.34,16.94,0,96.91,8.37
2013,3,8,7,26.01,13.38,0,101.53,6.49
2013,3,8,8,30.69,10.56,0,95.02,4.64
2013,3,8,9,36.52,7.69,0,75.7,4.08
2013,3,8,10,39.03,6.88,0,58.51,3.22
2013,3,8,11,40.22,6.56,0,36.25,2.76
2013,3,8,12,40.9,6.56,0,12.32,2.97
2013,3,8,13,41.05,6.69,0,357.8,3.66
2013,3,8,14,40.72,7,0,351.51,4.39
2013,3,8,15,39.93,7.38,0,348.95,5.05
2013,3,8,16,38.57,8.06,0,347.53,5.68
2013,3,8,17,35.19,10.12,0,340.07,6.9
2013,3,8,18,31.16,13.19,0,338.08,8.33
2013,3,8,19,30.04,14.25,0,345.06,8.6
2013,3,8,20,28.82,15.31,0,358.79,8.13
2013,3,8,21,27.64,16.19,0,17.6,7.6
2013,3,8,22,26.58,16.88,0,37.08,7.37
2013,3,8,23,25.65,17.38,0,54.53,7.31
2013,3,9,0,24.8,17.75,0,68.19,7.25
2013,3,9,1,24.05,18.12,0,78.23,7.09
2013,3,9,2,23.29,18.69,0,85.9,6.56
2013,3,9,3,22.56,19.56,0,92.08,5.82
2013,3,9,4,21.96,20.31,0,97.26,5.25
2013,3,9,5,21.46,20.88,0,102.31,4.98
2013,3,9,6,21.83,20.31,0,108.12,4.97
2013,3,9,7,26.36,15.06,0,114.18,4.2
2013,3,9,8,30.56,11.94,0,108.83,2.49
2013,3,9,9,35.82,9.12,0,71.84,1.53
2013,3,9,10,38.42,8.44,0,20.03,0.8
2013,3,9,11,39.62,8.25,0,314.57,1.48
2013,3,9,12,40.16,8.44,0,301.72,3.03
2013,3,9,13,40.01,8.88,0,298.99,4.47
2013,3,9,14,39.32,9.38,0,297.25,5.29
2013,3,9,15,38.29,10,0,296.39,5.59
2013,3,9,16,36.83,10.88,0,295.91,5.54
2013,3,9,17,33.78,13.25,0,291.3,5.44
2013,3,9,18,29.6,17.62,0,280.7,5.34
2013,3,9,19,28.14,20.06,0,267.51,4.86
2013,3,9,20,26.68,24.81,0,253.75,5
2013,3,9,21,25.4,33.56,0,249.04,5.66
2013,3,9,22,24.38,43.44,0,254.27,6.14
2013,3,9,23,23.47,51.06,0,263.8,6.15
2013,3,10,0,22.62,55,0,280.54,5.68
2013,3,10,1,21.88,55.25,0,301.4,5.05
2013,3,10,2,21.32,53.56,0,321.83,4.32
2013,3,10,3,20.98,51.75,0,344.36,3.45
2013,3,10,4,20.62,50.69,0,17.68,2.62
2013,3,10,5,20.12,50,0,57.94,2.52
2013,3,10,6,20.15,46.94,0,82.8,2.87
2013,3,10,7,23.74,33.88,0,82.17,2.29
2013,3,10,8,27.82,21.69,0,12.88,2.52
2013,3,10,9,32.12,13.38,0,346.41,3.16
2013,3,10,10,34.84,10.56,0,327.63,2.83
2013,3,10,11,36.56,9.88,0,302.77,2.97
2013,3,10,12,37.52,9.81,0,286.63,3.69
2013,3,10,13,37.82,10,0,279.33,4.43
2013,3,10,14,37.48,10.38,0,275.65,5
2013,3,10,15,36.51,11.12,0,273.28,5.47
2013,3,10,16,35.01,12.44,0,271.48,5.43
2013,3,10,17,32.06,15.94,0,265.63,5.12
2013,3,10,18,27.31,25.31,0,252.24,5.25
2013,3,10,19,25.65,32.62,0,240.5,5.52
2013,3,10,20,24.42,42.88,0,230.99,5.82
2013,3,10,21,23.45,55.94,0,226.27,6
2013,3,10,22,22.65,68.69,0,226.78,5.86
2013,3,10,23,21.98,79.25,0,227.44,5.44
2013,3,11,0,21.37,87.5,0,223.84,4.66
2013,3,11,1,20.87,93.12,0,216.54,3.75
2013,3,11,2,20.48,97.25,0,212.79,3.32
2013,3,11,3,20.1,100,0,214.49,3.09
2013,3,11,4,19.85,100,0,217.57,2.69
2013,3,11,5,19.72,100,0,220.34,2.45
2013,3,11,6,20.31,99.5,0,219.65,2.19
2013,3,11,7,23.55,75.62,0,231.05,1.21
2013,3,11,8,26.68,52.88,0,263.88,0.44
2013,3,11,9,30.83,32.31,0,231.58,0.29
2013,3,11,10,35.55,18.44,0,234.95,1.37
2013,3,11,11,37.23,15.75,0,245.89,2.2
2013,3,11,12,38.08,14.56,0,257.99,3.15
2013,3,11,13,38.15,14.19,0,267.04,4.08
2013,3,11,14,37.55,14.62,0,271.39,4.82
2013,3,11,15,36.53,15.25,0,272.99,5.09
2013,3,11,16,34.76,16.69,0,274.36,5.04
2013,3,11,17,32.23,20.5,0,272.35,5.15
2013,3,11,18,29.25,27.81,0,264.65,5.37
2013,3,11,19,27.66,34.19,0,257.37,5.11
2013,3,11,20,26.41,42,0,247.64,4.91
2013,3,11,21,25.44,51.75,0,237.75,5.01
2013,3,11,22,24.51,62.69,0,230.3,4.9
2013,3,11,23,23.76,72.44,0,223.01,4.76
2013,3,12,0,23.05,80.69,0,216.38,4.72
2013,3,12,1,22.58,87.19,0,211.29,4.66
2013,3,12,2,21.77,95.19,0,211.36,4.43
2013,3,12,3,21.28,100,0,210.08,4.16
2013,3,12,4,20.88,100,0,205.17,4.02
2013,3,12,5,20.65,100,0,200.57,3.98
2013,3,12,6,21.29,100,0,201.08,3.91
2013,3,12,7,24.48,76.19,0,209.3,3
2013,3,12,8,27.95,48.19,0,216.78,1.89
2013,3,12,9,32.48,24.88,0,222.3,1.29
2013,3,12,10,35.34,17.25,0,232.99,1.87
2013,3,12,11,37.12,14,0,248.72,2.69
2013,3,12,12,38.04,12.38,0,261.66,3.55
2013,3,12,13,38.19,11.5,0,270.53,4.19
2013,3,12,14,37.85,11.06,0,274.89,4.59
2013,3,12,15,36.94,11.06,0,275.74,4.69
2013,3,12,16,35.51,11.62,0,274.9,4.57
2013,3,12,17,32.58,14.75,0,268.92,4.96
2013,3,12,18,28.06,23.5,0,257.67,5.85
2013,3,12,19,26.47,30.69,0,247.28,6.09
2013,3,12,20,25.05,40.94,0,237.86,5.93
2013,3,12,21,23.9,53.56,0,230.37,5.84
2013,3,12,22,23.15,66.56,0,226.77,5.9
2013,3,12,23,22.55,78.12,0,225.17,5.74
2013,3,13,0,22.05,87.19,0,224.59,5.44
2013,3,13,1,21.51,93.62,0,224.64,5.24
2013,3,13,2,21.33,96.69,0,225.44,5.02
2013,3,13,3,21.19,98.69,0,224.19,4.71
2013,3,13,4,20.96,100,0,220.47,4.41
2013,3,13,5,20.68,100,0,218.81,4.2
2013,3,13,6,21.26,99.94,0,220.11,3.95
2013,3,13,7,23.79,81,0,237.48,3.2
2013,3,13,8,26.4,55.69,0,259.77,2.86
2013,3,13,9,29.05,38.69,0,256.83,2.5
2013,3,13,10,31.12,29.44,0,242.17,2.38
2013,3,13,11,32.26,25,0,240.17,2.76
2013,3,13,12,32.81,22.94,0,247.12,3.32
2013,3,13,13,33.12,21.62,0,253.61,3.74
2013,3,13,14,33.19,20.75,0,253.54,3.94
2013,3,13,15,32.78,20.62,0,251.05,4.11
2013,3,13,16,31.72,21.94,0,249.07,4.31
2013,3,13,17,29.62,26.81,0,246.27,4.8
2013,3,13,18,25.81,40.88,0,240.77,5.86
2013,3,13,19,24.18,55,0,233.34,6.36
2013,3,13,20,23.02,68,0,227.39,6.49
2013,3,13,21,22.12,78.44,0,225.29,6.5
2013,3,13,22,21.44,86.5,0,226.3,6.33
2013,3,13,23,20.84,93.38,0,227.64,5.99
2013,3,14,0,20.37,99.06,0,227.93,5.51
2013,3,14,1,20.01,100,0,227.25,4.93
2013,3,14,2,19.79,100,0,227.33,4.36
2013,3,14,3,19.65,100,0,229.94,3.85
2013,3,14,4,19.62,100,0,233.78,3.29
2013,3,14,5,19.66,100,0,238.53,2.74
2013,3,14,6,20.42,100,0,244.64,2.15
2013,3,14,7,23.54,76.06,0,292.38,1.72
2013,3,14,8,27.34,48.25,0,341.57,2.5
2013,3,14,9,30.98,31.5,0,353.11,2.8
2013,3,14,10,33.23,24.81,0,342.93,2.79
2013,3,14,11,34.81,20.81,0,328.07,2.95
2013,3,14,12,35.78,18.38,0,317.01,3.15
2013,3,14,13,36.23,17,0,308.92,3.28
2013,3,14,14,36.06,16.56,0,304.11,3.51
2013,3,14,15,35.4,16.88,0,301.93,3.74
2013,3,14,16,34.13,18.06,0,301.57,3.92
2013,3,14,17,31.82,21.56,0,299.13,4.53
2013,3,14,18,27.67,31,0,293.29,5.63
2013,3,14,19,26.23,36.94,0,291.03,5.68
2013,3,14,20,25.08,42.12,0,290.02,5.36
2013,3,14,21,24.12,47.62,0,288.19,5.21
2013,3,14,22,23.27,55.19,0,284.9,5.13
2013,3,14,23,22.45,65.75,0,282.85,4.85
2013,3,15,0,21.74,77.12,0,284.14,4.32
2013,3,15,1,21.24,87,0,292.1,3.59
2013,3,15,2,21.11,91.88,0,306.45,2.97
2013,3,15,3,21.02,92.62,0,329.07,2.61
2013,3,15,4,20.71,91.19,0,357.04,2.57
2013,3,15,5,20.08,88,0,21.86,2.98
2013,3,15,6,20.41,77.19,0,34.76,3.48
2013,3,15,7,23.9,51,0,33.87,3.38
2013,3,15,8,28.1,29.81,0,28.22,3.64
2013,3,15,9,32.74,18.62,0,27.98,3.68
2013,3,15,10,35.26,15.38,0,26.42,2.83
2013,3,15,11,36.75,14.12,0,13.69,1.88
2013,3,15,12,37.79,13.69,0,342.04,1.49
2013,3,15,13,38.26,13.69,0,313.15,1.88
2013,3,15,14,38.24,13.94,0,304.42,2.71
2013,3,15,15,37.54,14.5,0,304.78,3.52
2013,3,15,16,36.26,15.44,0,307.53,4.33
2013,3,15,17,33.95,17.38,0,308.98,5.9
2013,3,15,18,30.14,21.12,0,310.96,7.68
2013,3,15,19,28.83,21.75,0,316.08,7.88
2013,3,15,20,27.64,22.56,0,321.96,7.16
2013,3,15,21,26.65,23.69,0,327.98,6.1
2013,3,15,22,25.86,24.81,0,333.4,5.06
2013,3,15,23,25.28,26.06,0,338.22,4.19
2013,3,16,0,24.65,27.5,0,345.69,3.6
2013,3,16,1,24.05,28.88,0,0.69,3.26
2013,3,16,2,23.28,30.31,0,23.39,3.4
2013,3,16,3,22.43,31.31,0,44.76,3.91
2013,3,16,4,21.76,32.19,0,62.64,4.3
2013,3,16,5,21.51,32.69,0,78.35,4.45
2013,3,16,6,22.32,31.38,0,90.21,4.28
2013,3,16,7,25.86,25.5,0,97.16,2.94
2013,3,16,8,30.3,19.44,0,84.59,2.24
2013,3,16,9,34.95,15.25,0,95.36,1.51
2013,3,16,10,37.15,14.44,0,198.96,1.08
2013,3,16,11,38.46,14.12,0,233.88,2.61
2013,3,16,12,38.97,14.19,0,243.09,4.02
2013,3,16,13,38.78,14.5,0,246.92,5.28
2013,3,16,14,37.98,15.06,0,249.86,6.24
2013,3,16,15,36.82,15.75,0,252.48,6.82
2013,3,16,16,35.25,16.88,0,254.71,6.84
2013,3,16,17,32.76,19.94,0,255.28,6.21
2013,3,16,18,28.35,29.56,0,249.66,5.73
2013,3,16,19,26.39,38.19,0,238.91,5.45
2013,3,16,20,24.93,47.62,0,227.38,5.33
2013,3,16,21,23.79,57.44,0,219.23,5.39
2013,3,16,22,22.88,67.06,0,216.37,5.34
2013,3,16,23,22.09,76,0,216.83,5.02
2013,3,17,0,21.42,84.25,0,219.88,4.58
2013,3,17,1,20.95,90.62,0.01,223.27,4.03
2013,3,17,2,20.72,94.19,0.01,222.17,3.35
2013,3,17,3,20.58,95.69,0.01,211.69,2.74
2013,3,17,4,20.39,96.19,0,190.95,2.43
2013,3,17,5,20.05,95.69,0,170.13,2.87
2013,3,17,6,20.67,87.94,0,160.36,3.42
2013,3,17,7,24.26,63.75,0,152.02,2.83
2013,3,17,8,28.82,40.31,0,109.27,1.35
2013,3,17,9,33.62,22.38,0,52.5,1.86
2013,3,17,10,35.8,17.5,0,35.63,1.66
2013,3,17,11,37.2,14.81,0,6.59,1.36
2013,3,17,12,38.18,13.12,0,332.78,1.54
2013,3,17,13,38.62,12.31,0,314.39,2.07
2013,3,17,14,38.47,12.19,0,308.21,2.61
2013,3,17,15,37.8,12.62,0,306.08,3.06
2013,3,17,16,36.57,13.56,0,305.64,3.43
2013,3,17,17,34.01,16.56,0,304.17,4.41
2013,3,17,18,29.61,24.19,0,306.48,5.74
2013,3,17,19,28.2,28.25,0,317.05,5.86
2013,3,17,20,27.16,30.81,0,332.04,5.62
2013,3,17,21,26.37,32.12,0,347.1,5.53
2013,3,17,22,25.64,32.81,0,2.45,5.47
2013,3,17,23,24.89,33.06,0,18.75,5.45
2013,3,18,0,24.15,33,0,33.85,5.4
2013,3,18,1,23.45,33.56,0,47.2,5.33
2013,3,18,2,22.83,34.56,0,54.95,5.37
2013,3,18,3,22.26,36.12,0,60.98,5.62
2013,3,18,4,21.74,37.88,0,68.31,5.96
2013,3,18,5,21.29,39.62,0,75.78,6.33
2013,3,18,6,21.98,38.56,0,82.1,6.54
2013,3,18,7,25.44,31.88,0,83.78,5.48
2013,3,18,8,30.41,24.19,0,76.41,5.39
2013,3,18,9,34.61,18.81,0,72.95,5.01
2013,3,18,10,36.94,16.38,0,75.96,3.9
2013,3,18,11,38.51,14.75,0,80.74,2.53
2013,3,18,12,39.51,13.94,0,82.87,1.07
2013,3,18,13,39.99,13.81,0,289.98,0.37
2013,3,18,14,39.8,14.31,0,283.76,1.54
2013,3,18,15,39,15.19,0,282.45,2.54
2013,3,18,16,37.59,16.69,0,280.33,3.57
2013,3,18,17,35.14,19.75,0,279.18,5.39
2013,3,18,18,31.28,26.62,0,278.48,7.15
2013,3,18,19,29.59,31.19,0,278.53,7.01
2013,3,18,20,28.33,35.31,0,274.76,6.12
2013,3,18,21,27.15,40.44,0,266.75,5.09
2013,3,18,22,26.09,46.94,0,254.01,4.11
2013,3,18,23,25.12,55.69,0,236.8,3.78
2013,3,19,0,24.25,66.94,0,229.5,4.02
2013,3,19,1,23.55,78,0,229.24,4.03
2013,3,19,2,22.94,86.56,0,230.41,3.69
2013,3,19,3,22.44,92.81,0,230.98,3.13
2013,3,19,4,22.05,97.06,0,220.99,2.53
2013,3,19,5,21.79,99.69,0,203.48,2.33
2013,3,19,6,22.41,96.5,0,190.62,2.54
2013,3,19,7,25.76,70.25,0,194.04,2.13
2013,3,19,8,30.56,35.69,0,206.92,1.12
2013,3,19,9,34.35,21.62,0,164.34,1.07
2013,3,19,10,36.69,16.69,0,180.33,1.34
2013,3,19,11,38.15,14.75,0,209.22,1.89
2013,3,19,12,38.92,14.06,0,227.77,2.86
2013,3,19,13,38.92,14,0,238.52,4.04
2013,3,19,14,38.26,14.31,0,244.39,5.22
2013,3,19,15,37.09,14.81,0,247.77,6.24
2013,3,19,16,35.42,15.94,0,250.99,6.91
2013,3,19,17,32.98,18.88,0,253.45,7.29
2013,3,19,18,29.29,29.12,0,250.51,7.14
2013,3,19,19,27.23,41.56,0,243.86,6.6
2013,3,19,20,25.77,53.56,0,236.29,6.04
2013,3,19,21,24.65,64.5,0,229.36,5.73
2013,3,19,22,23.76,73.88,0,225.28,5.7
2013,3,19,23,23.01,81.38,0,223.73,5.73
2013,3,20,0,22.33,87.38,0,222.7,5.66
2013,3,20,1,21.68,93.06,0,221.61,5.61
2013,3,20,2,21.08,98.19,0,225.11,5.62
2013,3,20,3,20.58,100,0,229.37,5.36
2013,3,20,4,20.2,100,0,230.12,4.46
2013,3,20,5,19.91,100,0,229.78,4.04
2013,3,20,6,20.83,100,0,231.48,3.86
2013,3,20,7,24.3,75.25,0,260.25,3.88
2013,3,20,8,28.18,41,0,285.89,4.62
2013,3,20,9,31.36,24.44,0,288.24,4.44
2013,3,20,10,33.52,18.19,0,286.33,4.31
2013,3,20,11,35.1,14.56,0,284.45,4.23
2013,3,20,12,36.19,12.31,0,283.45,4.47
2013,3,20,13,36.61,11,0,284.66,5.06
2013,3,20,14,36.46,10.25,0,287.45,5.58
2013,3,20,15,35.88,9.88,0,291.05,5.68
2013,3,20,16,34.85,9.94,0,294.43,5.35
2013,3,20,17,32.35,11.44,0,288.64,4.86
2013,3,20,18,27.59,17,0,270.98,5
2013,3,20,19,26.13,21.75,0,260.06,5.2
2013,3,20,20,24.84,30.06,0,251.19,5.28
2013,3,20,21,23.62,42.75,0,245.25,5.39
2013,3,20,22,22.57,59.69,0,243.12,5.7
2013,3,20,23,21.76,76.19,0,245.24,5.89
2013,3,21,0,21.15,87.38,0,253.8,5.46
2013,3,21,1,20.61,93.31,0,264.24,4.51
2013,3,21,2,20.19,94.06,0,281.21,3.5
2013,3,21,3,20.07,89.94,0,310.1,2.72
2013,3,21,4,20.04,84.94,0,345.44,2.08
2013,3,21,5,19.62,83.38,0,17.14,1.96
2013,3,21,6,19.77,79.5,0,31.62,2.1
2013,3,21,7,23.08,55.06,0,24.07,2.57
2013,3,21,8,26.65,34.69,0,16.85,3.13
2013,3,21,9,30.23,23.62,0,13.35,3.32
2013,3,21,10,34.08,14.94,0,10.36,3.13
2013,3,21,11,36.31,11.62,0,356.12,3.23
2013,3,21,12,37.46,10.38,0,341.97,3.81
2013,3,21,13,37.87,10.12,0,333.84,4.5
2013,3,21,14,37.56,10.5,0,328.54,5.12
2013,3,21,15,36.72,11.38,0,325.96,5.37
2013,3,21,16,35.38,12.75,0,323.28,5.41
2013,3,21,17,32.99,15.69,0,313.48,5.62
2013,3,21,18,28.41,23.75,0,298.89,5.95
2013,3,21,19,26.86,28.69,0,287.44,5.53
2013,3,21,20,25.74,33.19,0,277.91,4.99
2013,3,21,21,25.05,38.25,0,272.32,4.64
2013,3,21,22,24.54,46.25,0,269.44,4.8
2013,3,21,23,23.73,59.19,0,269.31,5.22
2013,3,22,0,22.85,72.19,0,272.78,4.99
2013,3,22,1,22.44,80.44,0,273.26,4.26
2013,3,22,2,21.75,88.94,0,266.19,3.41
2013,3,22,3,21.29,95.56,0,248.42,2.25
2013,3,22,4,20.94,100,0,201.93,1.9
2013,3,22,5,20.47,100,0,172.8,2.93
2013,3,22,6,21.51,98.5,0,165.42,4.22
2013,3,22,7,23.93,80.5,0,172.81,3.99
2013,3,22,8,27.55,52.31,0,189.87,2.74
2013,3,22,9,32.63,26.75,0,217.08,1.68
2013,3,22,10,35.65,18.81,0,252.56,2.27
2013,3,22,11,37.06,16.75,0,258.8,3.18
2013,3,22,12,37.89,15.62,0,257.99,3.91
2013,3,22,13,37.9,15.38,0,259.03,4.68
2013,3,22,14,37.02,15.94,0,264.25,5.46
2013,3,22,15,35.41,17.44,0,269.07,5.77
2013,3,22,16,33.74,19.56,0,273,5.66
2013,3,22,17,31.52,24.25,0,271.85,5.32
2013,3,22,18,28.98,33.25,0,265.68,4.98
2013,3,22,19,27.56,42.94,0,259.38,4.71
2013,3,22,20,26.27,53.75,0,249.42,4.49
2013,3,22,21,25.23,64.56,0,233.68,4.58
2013,3,22,22,24.19,75.81,0,221.16,4.87
2013,3,22,23,23.33,84.62,0,210.42,4.98
2013,3,23,0,22.68,91.69,0,208.02,5.37
2013,3,23,1,22.16,97.62,0,212.61,5.54
2013,3,23,2,21.75,100,0,217.66,5.36
2013,3,23,3,21.42,100,0,222.6,5.02
2013,3,23,4,21.15,100,0,226.49,4.45
2013,3,23,5,20.98,100,0,227.6,3.78
2013,3,23,6,22,98.88,0,225.96,2.98
2013,3,23,7,25.21,74.31,0,250.89,1.89
2013,3,23,8,28.8,48.69,0,295.33,1.79
2013,3,23,9,32.39,31.88,0,308.36,1.86
2013,3,23,10,35.02,24,0,296.08,2.06
2013,3,23,11,36.73,20.44,0,284.45,2.6
2013,3,23,12,37.66,18.69,0,276.92,3.24
2013,3,23,13,37.94,18,0,271.97,3.87
2013,3,23,14,37.57,18,0,269.59,4.38
2013,3,23,15,36.69,18.69,0,266.82,4.79
2013,3,23,16,35.23,20.25,0,262.63,5.18
2013,3,23,17,32.9,23.94,0,256.5,5.82
2013,3,23,18,29.37,34.75,0,248.76,6.81
2013,3,23,19,27.45,47.25,0,243.11,6.88
2013,3,23,20,26.05,58.81,0,242.31,6.78
2013,3,23,21,25.16,67.31,0,244.7,6.95
2013,3,23,22,24.55,72.75,0,249.02,7.11
2013,3,23,23,24.01,76.12,0,255.86,7.07
2013,3,24,0,23.37,79.81,0,259.1,5.99
2013,3,24,1,22.73,84.19,0,260.46,4.71
2013,3,24,2,22.34,86.19,0,267.81,4.08
2013,3,24,3,22,86.88,0,283.33,3.83
2013,3,24,4,21.62,87.25,0,301.32,3.67
2013,3,24,5,21.19,88.06,0,317.42,3.53
2013,3,24,6,21.97,82.94,0,330.42,3.45
2013,3,24,7,24.83,65.69,0,338.53,4.48
2013,3,24,8,28,47.75,0,342.4,5.11
2013,3,24,9,30.86,36,0,343.63,5.02
2013,3,24,10,33.15,29.06,0,341.98,4.75
2013,3,24,11,34.86,24.25,0,339.53,4.31
2013,3,24,12,36.16,20.88,0,335.95,3.66
2013,3,24,13,36.99,18.94,0,327.59,3.19
2013,3,24,14,37.24,18.25,0,318.34,3.13
2013,3,24,15,36.83,18.38,0,312.31,3.18
2013,3,24,16,35.83,19.25,0,310.03,3.32
2013,3,24,17,33.94,21.75,0,306.38,4.06
2013,3,24,18,30.1,29.31,0,300.41,5.53
2013,3,24,19,28.69,34.19,0,301.07,5.69
2013,3,24,20,27.66,38.12,0,301.78,5.46
2013,3,24,21,26.79,42.5,0,300.66,5.33
2013,3,24,22,25.95,48.12,0,300.34,5.15
2013,3,24,23,25.13,54.88,0,302.58,4.83
2013,3,25,0,24.31,61.31,0,310.63,4.35
2013,3,25,1,23.55,65.94,0,323.81,3.82
2013,3,25,2,22.91,66.81,0,341.81,3.5
2013,3,25,3,22.33,64.19,0,3.93,3.42
2013,3,25,4,21.78,59.69,0,25.72,3.55
2013,3,25,5,21.2,55.19,0,43.09,3.82
2013,3,25,6,21.93,46.75,0,56.25,4.02
2013,3,25,7,24.83,33.62,0,61.46,3.45
2013,3,25,8,29.94,18.81,0,45.29,4.42
2013,3,25,9,34.07,15.06,0,35.5,4.05
2013,3,25,10,36.4,14.06,0,17.76,2.72
2013,3,25,11,38.16,13.44,0,341.82,2.23
2013,3,25,12,39.25,13.19,0,313.97,2.78
2013,3,25,13,39.43,13.44,0,301.07,3.6
2013,3,25,14,38.57,14.31,0,297.36,4.52
2013,3,25,15,37.14,15.5,0,298.3,5.19
2013,3,25,16,35.66,16.62,0,300.85,5.56
2013,3,25,17,33.85,18.25,0,302.45,5.69
2013,3,25,18,31.3,21.5,0,299.2,5.62
2013,3,25,19,30.25,23.69,0,290.74,5.4
2013,3,25,20,29.37,27.19,0,280.05,5.1
2013,3,25,21,28.39,32.81,0,273.32,4.85
2013,3,25,22,27.4,40.94,0,269.91,4.91
2013,3,25,23,26.57,49.5,0,268.26,4.89
2013,3,26,0,26.06,55.19,0,266.7,4.34
2013,3,26,1,25.7,58.56,0,263.41,3.33
